idx	X	Y	component
349	422189.0667601305	10580.4066345471	0
350	422189.067492105	10580.40694618457	0
351	422189.8178954821	10581.09412436593	0
352	422189.0667295678	10580.40671921412	0
353	422189.8176989571	10581.09419887643	0
354	422189.8177990583	10581.0942607253	0
355	422292.7274426832	10668.69120054535	0
356	422292.7276114452	10668.69134333917	0
357	422293.2404544285	10669.56200667707	0
358	422292.727726715	10668.69116237443	0
359	422293.2405536467	10669.56216194259	0
360	422293.2405745807	10669.56218895572	0
361	422353.9625831204	10743.23375673192	0
362	422353.9626383662	10743.23374060945	0
363	422354.7186359831	10743.90076187755	0
364	422353.9623521977	10743.23353872732	0
365	422354.7169178053	10743.90321264498	0
366	422354.7186248959	10743.90077692441	0
367	422362.6748168748	10756.88514238168	0
368	422362.6742262149	10756.88915935218	0
369	422363.107609731	10757.77107787287	0
370	422362.6749244524	10756.88528671943	0
371	422363.1214533154	10757.76433288292	0
372	422363.1077281748	10757.77104735672	0
373	422406.6031277656	10808.553357037	0
374	422406.6032785301	10808.55431900092	0
375	422407.2668760411	10809.27615251282	0
376	422406.602976686	10808.55337417754	0
377	422407.2699378043	10809.27615264948	0
378	422407.2699268186	10809.27626319058	0
379	422439.2584690966	10834.49973448198	0
380	422439.2582643147	10834.49959268999	0
381	422440.2609451032	10836.26087809417	0
382	422439.2586025992	10834.49970356082	0
383	422440.2622341719	10836.26094285322	0
384	422440.2622187416	10836.26088207991	0
385	422535.0974355458	10885.50750731374	0
386	422535.0951288342	10885.50068298546	0
387	422536.5739268464	10886.92017653591	0
388	422535.0975148171	10885.50744431267	0
389	422536.5735226675	10886.92059720987	0
390	422536.5734807759	10886.92059460862	0
391	422537.8463410863	10888.50759270279	0
392	422537.8464805787	10888.50723556586	0
393	422538.3714031302	10889.38071746794	0
394	422537.8461688338	10888.50749724396	0
395	422538.3714547936	10889.38085428839	0
396	422538.3715455944	10889.38096248423	0
397	422540.957691611	10893.77320805473	0
398	422540.957851317	10893.77258686016	0
399	422541.3714324425	10894.69576515098	0
400	422540.95765702	10893.77327933671	0
401	422541.3728903366	10894.69613182013	0
402	422541.3717221852	10894.69584134905	0
403	422632.245111007	11021.70587695925	0
404	422632.2423337774	11021.70501213833	0
405	422633.4755769835	11023.31601114706	0
406	422632.2451117135	11021.70590940198	0
407	422633.4763145397	11023.31625332668	0
408	422633.4763012457	11023.31634753263	0
409	422697.9524477882	11087.72902536443	0
410	422697.9494932031	11087.72491683827	0
411	422698.3144676104	11088.67455292809	0
412	422697.9531982164	11087.72944967129	0
413	422698.3147545485	11088.67473545376	0
414	422698.3146683715	11088.67476795823	0
415	422708.1742237	11102.7372665252	0
416	422708.1681147959	11102.7360072052	0
417	422708.3022748865	11103.74213369867	0
418	422708.1746841673	11102.73735335226	0
419	422708.3022790182	11103.74216895475	0
420	422708.302268454	11103.7421567169	0
421	422795.8021555218	11210.72550001254	0
422	422795.8020422427	11210.72538679269	0
423	422796.5619283937	11211.36044542808	0
424	422795.8019428733	11210.72542031478	0
425	422796.5710808501	11211.36272985495	0
426	422796.5710527731	11211.362668035	0
427	422845.6351833104	11257.92816693849	0
428	422845.6347865484	11257.93026319324	0
429	422845.7207142947	11258.88051597135	0
430	422845.6351661986	11257.92851339436	0
431	422845.722194102	11258.88258051622	0
432	422845.7223525613	11258.88255793895	0
433	422905.8375815775	11337.66696089721	0
434	422905.8373534143	11337.6665670037	0
435	422906.4897414297	11338.44379844109	0
436	422905.837540813	11337.66680421729	0
437	422906.4901663888	11338.44433531146	0
438	422906.4900300518	11338.44416823931	0
439	422912.655733889	11350.12651341268	0
440	422912.6469410955	11350.12834486252	0
441	422913.3784770779	11350.84323541691	0
442	422912.6559227042	11350.12657152377	0
443	422913.3801001882	11350.84291213751	0
444	422913.3785336005	11350.84321674883	0
445	422914.5866594138	11352.47225637477	0
446	422914.5863035386	11352.47205876846	0
447	422915.2440532667	11353.24165404207	0
448	422914.5866695374	11352.47228108517	0
449	422915.2442157815	11353.24180125064	0
450	422915.2441852179	11353.24182699938	0
451	422916.4427363207	11354.89336497281	0
452	422916.4340772459	11354.89402510283	0
453	422917.2140953622	11355.50644231187	0
454	422916.4430883634	11354.89347580279	0
455	422917.2214015849	11355.50488298681	0
456	422917.2212899934	11355.50483193497	0
457	422946.4673640517	11376.10773511297	0
458	422946.4677612571	11376.10811439473	0
459	422948.7972857544	11379.43757893662	0
460	422946.4674011091	11376.10744116314	0
461	422948.7860360424	11379.42750831615	0
462	422948.7972857537	11379.43757893596	0
463	422952.0098936599	11385.86034790364	0
464	422952.0101892709	11385.86069607026	0
465	422953.4274445399	11387.31763278005	0
466	422952.0081110183	11385.85994648472	0
467	422953.4268907317	11387.31724659513	0
468	422953.4275334006	11387.3178319665	0
469	422955.0560949217	11389.89883946738	0
470	422955.0548638501	11389.89729310759	0
471	422955.5616352799	11390.79372353318	0
472	422955.0564817297	11389.89877095699	0
473	422955.561491861	11390.79418559667	0
474	422955.5614401979	11390.79421523546	0
475	422959.9746218407	11395.03464174013	0
476	422959.9734402884	11395.0346029745	0
477	422961.742757512	11396.03507116321	0
478	422959.9768297242	11395.03435503203	0
479	422961.7433640755	11396.03557779357	0
480	422961.7510312097	11396.03861553633	0
481	422962.4172802562	11396.81311455615	0
482	422962.4145496595	11396.81233364509	0
483	422963.233364763	11397.43489667625	0
484	422962.4173190914	11396.81302725638	0
485	422963.233573038	11397.43508157093	0
486	422963.2331938794	11397.43484013732	0
487	422964.5341966439	11399.00984127507	0
488	422964.5279249948	11399.0106037894	0
489	422965.4562042595	11399.47436617488	0
490	422964.5340190105	11399.0100733057	0
491	422965.456579236	11399.47471331784	0
492	422965.4564745323	11399.47466064331	0
493	422974.0658453012	11408.16068200787	0
494	422973.9853467703	11408.11371371301	0
495	422974.7867468353	11408.87451837374	0
496	422974.0661390281	11408.16095485497	0
497	422974.7885865936	11408.87634722809	0
498	422974.7882331744	11408.87602250511	0
499	422976.065236893	11411.65026610069	0
500	422976.0625489168	11411.65006250114	0
501	422976.4180760978	11412.60287085001	0
502	422976.0652630898	11411.6502274818	0
503	422976.4233348629	11412.60429044485	0
504	422976.4233348619	11412.60429044456	0
505	422978.7664022251	11415.94709835029	0
506	422978.7652512603	11415.94590579835	0
507	422979.5966415692	11416.53396085414	0
508	422978.766592274	11415.94742680631	0
509	422979.5998246088	11416.53587826987	0
510	422979.5999701236	11416.53612388926	0
511	423023.6480022867	11478.16358502479	0
512	423023.6187979101	11478.15657909972	0
513	423024.1303108009	11479.01633027607	0
514	423023.6484056748	11478.16375172852	0
515	423024.1706531687	11479.03504266257	0
516	423024.1705347813	11479.03497496526	0
517	423150.036444277	11565.76202759698	0
518	423150.0366238658	11565.7622397182	0
519	423150.3133696559	11566.69699528852	0
520	423150.0390842872	11565.76578468744	0
521	423150.3178989145	11566.70126445848	0
522	423150.3179381961	11566.70132039907	0
523	423155.3018347514	11573.35387135137	0
524	423155.2988937647	11573.35157931277	0
525	423155.9920134201	11574.10262118591	0
526	423155.3032168289	11573.35498946256	0
527	423155.9923919745	11574.10274973968	0
528	423155.9922591073	11574.10286595856	0
529	423157.3963865616	11575.60714405795	0
530	423157.3966805597	11575.60879671435	0
531	423159.088655702	11576.82542050967	0
532	423157.3976364678	11575.60924400656	0
533	423159.1122210065	11576.84190099555	0
534	423159.1121187045	11576.84178879607	0
535	423160.9468972191	11577.81232013169	0
536	423160.9468183353	11577.80570049918	0
537	423161.8384819402	11578.31905743505	0
538	423160.9472018192	11577.81267176756	0
539	423161.8419006676	11578.32419252392	0
540	423161.840981178	11578.32275381308	0
541	423162.5477974584	11579.1447857831	0
542	423162.546940977	11579.14365386829	0
543	423163.0005017595	11580.12873479959	0
544	423162.5491789458	11579.14940090937	0
545	423163.0050558163	11580.1299293573	0
546	423163.0003325785	11580.12863417017	0
547	423164.758129538	11582.83185450809	0
548	423164.7579092577	11582.82993868606	0
549	423165.3627582234	11585.0203084575	0
550	423164.7581516232	11582.83187454453	0
551	423165.3671387833	11585.04533039572	0
552	423165.3672328534	11585.04558138165	0
553	423165.3024322363	11587.33521131052	0
554	423165.2983201402	11587.32908604128	0
555	423165.4487883628	11588.4803597294	0
556	423165.3033903239	11587.34156998868	0
557	423165.5303419105	11588.55571996615	0
558	423165.5287494878	11588.55410075116	0
559	423165.7836227099	11590.01521943211	0
560	423165.6570451775	11589.82613342878	0
561	423165.9100316827	11590.2237695453	0
562	423165.7848384805	11590.01842582036	0
563	423277.1387605575	11699.59635817635	0
564	423276.9988055109	11699.53513984263	0
565	423276.9110407048	11700.43595424275	0
566	423277.1393373063	11699.59693302788	0
567	423276.9161103613	11700.43921453099	0
568	423276.9147705831	11700.43807585392	0
569	423377.8042895593	11794.45777474946	0
570	423377.804628431	11794.45714793551	0
571	423377.6781027718	11795.20312375445	0
572	423377.8462523135	11794.5340193653	0
573	423377.6816034811	11795.20391061878	0
574	423377.6780903779	11795.20310974485	0
575	423467.9572604749	11893.66453481671	0
576	423467.957021508	11893.66441112044	0
577	423468.9959577169	11893.60243430524	0
578	423467.9578255033	11893.66557001135	0
579	423469.0054323056	11893.61300183888	0
580	423468.9959292082	11893.60241533359	0
581	423553.3915761412	11960.87190593442	0
582	423553.3896225207	11960.86977537538	0
583	423554.4195883909	11960.70165926714	0
584	423553.3913522425	11960.87194882626	0
585	423554.421145643	11960.70340522875	0
586	423554.4204110017	11960.70258272815	0
587	423580.6057202267	11984.39331293745	0
588	423580.6062040105	11984.39648270156	0
589	423581.1791091293	11985.16578382742	0
590	423580.6057592704	11984.39337608856	0
591	423581.1797021255	11985.16647925227	0
592	423581.1798586723	11985.16652430102	0
593	423583.1675694562	11989.82791081897	0
594	423583.1675568107	11989.82792946991	0
595	423583.82012454	11990.59507710169	0
596	423583.1680682916	11989.82878440318	0
597	423583.8291111415	11990.59962824213	0
598	423583.8288348448	11990.59948318601	0
599	423588.5512019357	11997.22239456801	0
600	423588.5501454207	11997.22255040214	0
601	423589.0228599769	11998.10960553486	0
602	423588.5511663745	11997.22232031498	0
603	423589.0244599538	11998.11006622158	0
604	423589.0246824972	11998.11085806653	0
605	423589.866560296	11999.96895931139	0
606	423589.8667141529	11999.96920812536	0
607	423590.2988130838	12000.88321130941	0
608	423589.8670178143	11999.96949297156	0
609	423590.2999819429	12000.88324209537	0
610	423590.3001447885	12000.88334600745	0
611	423608.2961747207	12018.97719026434	0
612	423608.295375639	12018.97724780085	0
613	423609.1792140041	12019.48189966484	0
614	423608.2960429809	12018.97700140525	0
615	423609.1797513816	12019.48199803149	0
616	423609.17972744	12019.48207989554	0
617	423610.0211659215	12020.05572796566	0
618	423610.0210114979	12020.05551853527	0
619	423610.9063867507	12020.55256518123	0
620	423610.0214564591	12020.05593287909	0
621	423610.9076739101	12020.55485413851	0
622	423610.9076105879	12020.55493373893	0
623	423611.8881502511	12020.89302979468	0
624	423611.8847214557	12020.88572600259	0
625	423614.363761787	12022.69893957792	0
626	423611.8880006863	12020.89286885443	0
627	423614.3660616793	12022.70055248488	0
628	423614.3660780051	12022.70045934197	0
629	423617.1338653577	12024.03798460618	0
630	423617.1351248603	12024.03791869249	0
631	423618.1209451911	12024.28396098577	0
632	423617.1340834126	12024.03797904921	0
633	423618.1221837276	12024.28470875317	0
634	423618.1220687106	12024.28461225832	0
635	423620.0054294456	12025.06732670998	0
636	423619.999178428	12025.05996663559	0
637	423620.8035743011	12025.71047289192	0
638	423620.0053211843	12025.06722836596	0
639	423620.8036220538	12025.71032805689	0
640	423620.8033420697	12025.71036117123	0
641	423626.519177963	12027.90687788779	0
642	423626.5173484954	12027.90573152337	0
643	423627.4727773515	12028.28706756972	0
644	423626.5188804393	12027.90674025087	0
645	423627.472436361	12028.28792269222	0
646	423627.472917047	12028.28788827272	0
647	423687.7280913392	12081.04147367244	0
648	423687.7259432402	12081.04084760793	0
649	423688.7177581309	12081.30940776311	0
650	423687.7280215005	12081.04140830806	0
651	423688.7173415742	12081.30937089313	0
652	423688.7173793644	12081.30937085358	0
653	423698.597624974	12091.58339416326	0
654	423698.5986021556	12091.5844897431	0
655	423699.3933007228	12092.17242126083	0
656	423698.5977158219	12091.58333665008	0
657	423699.3933544538	12092.17243901269	0
658	423699.3936180147	12092.17254413468	0
659	423860.3788962917	12243.36156817612	0
660	423860.3786198313	12243.36119349296	0
661	423860.7281178478	12244.31904054724	0
662	423860.3790346697	12243.36160149733	0
663	423860.7279691633	12244.31889928257	0
664	423860.7279205039	12244.31883385717	0
665	423904.0518473187	12300.61567398644	0
666	423904.0495830531	12300.61540487461	0
667	423905.4339943814	12302.09386102277	0
668	423904.0515431908	12300.61562850231	0
669	423905.4371670148	12302.09351284726	0
670	423905.4374331688	12302.09369412242	0
671	423932.7352970904	12323.43244656541	0
672	423932.7344441433	12323.4329946772	0
673	423933.1699191539	12324.35581781482	0
674	423932.7355972023	12323.43273603928	0
675	423933.1725496338	12324.35488366253	0
676	423933.1725191924	12324.35485115726	0
677	423961.9868912773	12347.013527254	0
678	423961.9864253164	12347.01333725445	0
679	423962.6217848904	12347.81048037478	0
680	423961.9868869743	12347.01341321512	0
681	423962.6229298082	12347.80956185235	0
682	423962.6231347732	12347.80965057447	0
683	423964.026125132	12349.27128776517	0
684	423964.0257610576	12349.27141505193	0
685	423964.8759148251	12349.86904686879	0
686	423964.0265293512	12349.27169019302	0
687	423964.8750867167	12349.86840650007	0
688	423964.8737507973	12349.86816145214	0
689	423971.7277214223	12354.39279707965	0
690	423971.7267360202	12354.39579363306	0
691	423972.0650165407	12355.37612887637	0
692	423971.7276925967	12354.3925278811	0
693	423972.0486283026	12355.39052137298	0
694	423972.0645327488	12355.37594578222	0
695	424012.3317378919	12378.20279498467	0
696	424012.3347796191	12378.10065649148	0
697	424012.4775528735	12378.25855848428	0
698	424012.4779319505	12378.26107931231	0
699	424016.6573761121	12382.9981613183	0
700	424016.6332232557	12382.98658056903	0
701	424016.7692101881	12383.05516083207	0
